Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
766,35,659,458,883,935,33,687,56,225
710,149,491,639,58,918,624,68,867,13
517,831,200,529,568,289,377,277,625,530
971,565,193,646,344,604,216,533,2,69
76,70,167,356,674,770,968,769,873,634
594,946,713,683,559,173,552,129,38,39
966,69,864,579,756,19,301,869,935,480
880,254,293,935,407,673,446,862,537,474
838,542,408,642,740,478,1000,505,619,733
44,133,884,91,953,70,228,87,759,428
132,107,198,783,973,675,95,121,868,180
231,389,810,459,803,257,549,689,777,535
921,990,504,647,718,900,746,722,727,188
69,671,983,380,940,915,150,115,527,511
473,10,949,127,289,990,217,938,863,516
829,858,398,927,664,457,893,338,94,660
984,340,437,287,813,338,191,461,621,442
702,471,62,881,75,75,214,105,263,16
611,774,824,5,778,872,163,207,704,798
879,953,676,294,221,752,217,961,916,3
751,637,725,430,312,201,202,714,211,274
749,93,404,659,732,817,652,880,79,198
651,757,330,637,540,41,926,878,528,824
270,859,422,167,911,765,574,17,570,298
374,245,911,441,566,280,11,863,926,982
939,774,761,5,124,232,609,491,336,486
751,245,553,393,470,231,250,177,308,248
835,627,653,775,766,981,263,903,393,256
715,50,786,97,119,711,403,911,405,646
596,799,389,473,324,56,541,529,784,748
967,210,189,411,223,414,547,389,359,652
392,407,957,246,378,41,402,61,535,87
239,529,469,4,481,131,22,632,413,626
942,158,626,838,947,53,2,544,41,486
222,137,825,556,768,48,370,924,182,669
444,95,5,472,709,350,107,916,160,726
933,78,56,914,951,771,541,962,694,219
340,29,42,497,276,619,889,558,843,629
740,651,159,805,276,643,59,357,944,133
577,699,340,552,320,946,248,935,964,863
964,117,945,693,471,541,225,388,922,419
546,498,293,824,747,823,811,568,683,512
473,394,408,946,443,659,829,608,547,56
215,299,531,886,686,427,599,372,186,370
377,989,294,350,422,970,400,397,219,519
753,958,408,331,818,568,902,554,375,817
489,567,727,687,238,774,959,936,610,691
556,855,671,636,141,851,940,389,102,664
672,830,457,5,505,784,914,472,739,513
117,508,522,294,814,211,593,975,978,956
290,431,301,945,915,848,395,754,7,106
631,982,581,772,326,137,612,401,292,900
294,220,542,347,961,773,389,152,879,11
192,651,406,168,726,652,381,406,318,761
334,410,689,657,696,510,74,207,35,462
671,483,798,371,195,716,525,844,810,216
624,729,751,818,675,55,309,539,402,334
873,777,512,222,305,772,133,79,571,305
905,207,416,568,437,288,565,24,692,751
769,252,263,650,490,484,206,727,129,158
163,249,382,922,524,612,119,255,903,478
413,742,118,638,877,106,197,616,390,551
325,603,211,459,626,83,839,244,765,705
917,713,764,501,963,745,273,37,194,734
94,466,20,750,972,464,704,298,303,261
435,144,824,442,518,33,644,835,939,516
83,452,272,991,712,888,386,386,633,583
682,770,566,103,935,656,500,360,221,343
199,447,618,281,653,302,394,902,427,302
411,663,905,164,740,946,264,701,141,452
325,549,305,162,224,842,330,205,849,790
841,586,220,93,745,418,173,72,727,6
565,18,485,845,342,994,488,537,488,660
64,862,69,800,910,105,999,988,123,851
316,11,32,148,443,819,147,748,103,753
451,245,439,683,519,27,894,620,788,973
896,498,801,802,249,270,139,517,356,81
836,814,399,496,621,324,247,776,386,880
607,224,881,527,559,706,448,382,160,540
618,978,927,375,400,713,472,443,223,452
76,15,700,361,195,536,98,288,289,701
513,315,907,622,391,447,260,677,425,167
695,356,473,568,3,236,828,544,654,180
702,301,843,336,982,748,3,292,734,608
119,811,170,688,480,18,445,950,131,340
659,943,977,784,808,282,278,721,20,551
591,940,624,236,89,859,65,240,10,291
905,91,143,147,200,188,445,718,980,257
10,266,999,944,467,935,585,266,625,571
281,414,768,185,571,910,58,793,412,501
544,862,763,41,52,506,744,990,160,463
319,697,935,636,733,790,573,174,653,263
172,423,391,466,726,881,516,50,68,335
688,470,170,633,821,532,143,961,589,71
792,78,132,634,88,102,582,409,83,205
844,619,417,881,803,280,842,889,734,816
523,779,884,499,300,438,98,552,321,4
217,388,549,193,254,823,749,809,964,823
772,122,522,16,633,313,386,92,88,80
72,723,224,337,464,401,765,585,269,716
227,480,693,421,675,108,884,68,813,175
959,41,438,475,614,177,595,937,145,382
303,618,952,140,609,499,105,745,468,246
273,922,121,869,307,662,217,76,185,200
221,345,715,668,355,912,967,86,849,389
63,447,621,928,993,985,925,552,876,328
929,790,348,127,214,78,970,533,263,436
857,429,504,87,546,960,856,777,343,841
541,562,734,321,115,167,725,631,373,353
908,996,292,356,556,37,15,498,491,408
889,887,467,295,756,743,215,8,230,127
653,843,403,920,863,837,229,954,980,399
860,355,544,681,567,664,462,227,385,992
747,694,213,828,190,771,935,75,655,250
539,31,505,800,904,728,169,749,504,265
453,223,355,854,621,938,837,666,857,918
487,565,697,117,300,114,362,126,985,592
79,162,456,105,667,756,949,909,143,983
570,489,758,231,572,792,137,279,744,230
95,537,742,168,519,630,580,824,640,406
318,912,982,621,286,448,507,725,11,397
898,94,141,839,816,490,454,565,881,24
925,157,311,224,155,299,100,540,973,312
218,809,202,36,177,140,369,110,442,114
823,180,366,673,310,915,24,388,84,245
886,572,200,4,915,307,949,275,562,343
672,715,245,64,233,30,95,320,721,333
741,684,821,613,179,1000,71,220,25,764
520,549,948,253,724,563,339,979,826,199
331,303,350,783,107,148,116,382,129,579
928,316,765,158,179,321,447,324,180,505
744,377,351,578,325,411,972,803,397,481
920,281,881,904,978,823,685,255,57,449
337,776,331,557,851,682,861,553,99,482
390,277,628,270,895,896,301,844,937,903
493,684,576,203,485,271,817,945,91,381
233,177,932,46,447,699,477,336,917,237
592,888,997,111,442,406,834,79,874,666
575,603,899,4,417,264,175,841,202,66
998,974,719,457,101,819,896,447,974,46
14,744,542,739,901,136,460,422,16,754
559,359,684,675,585,945,600,850,460,376
286,247,760,511,499,123,55,296,14,426
490,553,60,767,552,352,571,640,397,835
131,985,653,368,732,74,489,524,343,302
827,324,284,754,677,861,253,151,686,897
160,490,24,862,772,692,620,871,596,178
220,686,160,709,589,269,395,180,458,165
295,964,642,113,331,333,300,201,818,174
177,845,698,752,134,896,496,549,684,391
237,580,407,587,989,430,589,734,304,831
331,442,163,378,318,50,602,208,150,787
618,638,909,936,210,519,695,913,696,269
748,104,700,720,881,170,432,797,557,272
157,998,580,586,417,168,7,112,995,399
474,626,752,107,356,16,865,530,336,155
39,909,905,232,781,458,331,17,115,400
226,467,641,834,850,251,37,575,543,197
867,572,884,814,140,976,879,978,923,375
315,170,251,99,517,740,320,268,449,456
449,775,101,539,295,616,131,885,286,808
659,269,421,45,462,663,463,453,183,13
706,724,161,430,342,295,987,698,239,672
407,566,693,780,990,335,7,618,356,875
358,315,71,620,38,236,343,207,265,424
692,679,238,817,527,807,283,611,30,657
259,583,217,834,539,441,662,939,242,264
683,762,957,454,540,117,232,771,671,85
771,835,37,392,492,536,422,736,619,825
304,692,204,703,252,748,801,137,159,803
991,792,841,995,323,106,851,685,881,77
625,231,833,778,979,251,533,115,892,277
794,36,40,669,128,188,905,791,53,636
257,874,390,899,618,255,566,579,498,781
910,679,774,686,868,612,629,814,499,656
577,586,725,36,838,64,835,913,954,436
848,221,13,610,350,323,593,331,341,489
466,546,374,50,129,94,90,279,938,400
81,437,366,277,78,473,483,118,257,440
79,55,831,916,402,715,935,247,80,760
821,46,631,603,653,401,313,667,176,46
982,789,704,496,681,721,659,329,209,897
442,812,92,573,899,715,151,180,898,128
283,103,878,691,979,123,856,54,544,219
230,887,136,912,825,382,361,371,116,706
950,287,362,960,577,642,600,936,64,263
676,208,733,724,76,179,167,227,779,291
342,421,225,14,280,676,607,481,253,654
975,212,976,591,824,646,26,63,274,340
812,185,714,193,833,936,93,376,954,81
607,451,713,117,790,259,172,459,44,464
828,504,931,422,909,619,106,819,221,947
966,897,382,234,997,547,829,523,527,546
544,848,232,411,713,642,622,721,190,285
268,522,559,81,555,350,864,663,409,717
868,818,274,326,597,231,24,175,735,237
450,28,763,994,69,911,54,273,451,985
199,948,767,72,465,867,451,906,601,670
428,489,538,811,96,24,370,140,205,795
215,900,9,714,148,932,551,719,825,682
398,831,214,908,604,440,134,33,781,916
791,557,733,540,27,133,691,404,297,624
336,976,524,292,519,826,612,694,161,508
25,161,493,953,878,626,646,209,382,846
568,298,630,105,466,885,15,830,999,93
991,181,585,738,436,671,51,292,913,365
410,975,614,15,959,106,368,958,530,806
708,535,999,397,812,56,264,560,366,18
178,401,353,472,960,79,136,690,71,621
439,721,259,472,228,619,890,659,33,786
581,870,745,844,908,694,80,138,521,431
31,340,64,599,335,888,146,757,104,480
157,864,109,462,972,114,690,530,5,13
95,925,607,481,903,780,240,335,954,33
594,599,451,751,557,934,377,326,13,467
104,289,447,917,484,806,779,991,136,570
15,699,511,865,903,335,350,992,928,844
899,558,52,118,574,335,16,108,403,46
469,364,143,648,774,286,723,338,399,157
680,653,107,115,371,586,29,679,332,689
142,893,360,385,6,815,71,271,871,154
749,122,597,863,430,864,558,564,11,368
45,46,757,100,296,781,1,955,393,179
608,305,208,23,159,290,867,170,954,742
467,968,101,142,634,719,843,610,409,875
774,526,565,346,810,723,461,538,675,463
750,615,915,466,512,923,767,119,527,27
237,209,294,579,1,688,855,920,230,139
449,563,555,861,793,109,804,377,663,52
815,815,552,502,819,686,889,295,633,972
86,988,528,119,542,718,759,174,847,878
610,335,801,535,189,774,253,837,860,800
583,168,874,953,64,382,889,656,101,817
308,523,372,119,584,38,300,505,318,202
691,200,897,138,592,874,748,318,539,519
38,302,440,640,386,365,181,461,98,860
552,679,620,790,780,628,360,248,26,310
385,485,653,770,318,119,830,985,558,426
715,829,249,273,233,854,421,504,572,170
535,802,669,364,657,947,959,869,258,942
927,846,721,803,228,952,160,446,787,217
33,400,57,242,290,812,64,388,15,585
752,724,272,598,844,956,104,293,880,878
302,853,711,773,609,121,100,979,340,856
687,290,521,273,418,411,818,290,837,588
257,244,33,418,46,521,873,795,373,880
427,443,702,92,359,156,1,975,830,332
107,394,677,983,220,987,342,809,956,969
516,204,293,141,109,518,480,804,949,398
204,584,557,551,99,261,328,122,201,836
732,742,13,231,414,513,568,594,41,974
201,214,46,855,449,346,329,83,247,584
806,26,646,45,868,850,244,934,763,588
97,868,278,230,140,368,789,126,396,519
804,640,174,644,634,279,34,600,148,777
676,678,741,952,530,387,883,592,372,516
564,227,129,542,699,149,157,29,882,666
846,302,584,796,171,202,628,700,535,68
559,795,860,974,40,458,694,434,605,154
225,201,223,808,644,221,386,815,803,566
53,542,728,714,751,240,667,165,58,629
494,935,680,423,378,431,102,507,87,944
113,167,867,191,310,847,939,69,520,282
508,848,121,372,361,46,429,881,293,506
832,513,549,38,123,872,249,807,161,169
80,318,199,474,513,72,289,806,513,876
233,797,183,339,304,919,252,740,453,758
261,623,917,135,554,301,164,313,544,687
643,396,17,260,50,882,463,608,59,402
975,624,835,812,928,261,403,448,480,596
389,503,499,105,765,745,278,920,696,995
597,440,257,390,873,938,60,819,782,270
922,443,10,552,902,709,75,577,886,479
237,217,109,948,743,108,241,52,909,820
983,192,821,946,436,637,145,645,779,135
642,10,60,652,191,671,624,624,69,67
355,995,36,531,275,945,721,922,694,199
188,863,464,38,86,573,37,170,89,501
300,968,433,319,584,338,901,148,490,315
543,542,452,160,344,888,489,200,502,593
222,768,66,56,605,508,923,519,760,455
764,207,143,106,120,915,719,990,705,524
816,40,933,246,635,740,629,937,923,416
64,66,567,170,864,352,490,992,431,226
789,755,991,221,176,246,596,790,968,839
518,627,343,463,96,1000,204,890,145,650
264,365,719,580,47,943,812,389,764,302
67,1000,598,434,687,500,544,300,728,292
485,713,389,764,612,332,966,462,636,924
632,680,962,379,710,625,819,18,858,74
493,384,579,848,586,689,187,951,643,69
174,476,104,937,387,285,828,555,2,273
594,162,370,263,930,437,440,853,568,881
21,340,682,588,986,615,39,684,422,687
796,839,37,730,52,232,632,476,435,217
898,248,901,424,553,545,228,734,114,276
566,702,194,332,561,718,12,140,404,860
501,62,897,478,13,39,165,360,324,131
375,835,411,273,830,927,915,851,334,902
514,597,900,690,881,413,462,843,781,437
675,433,631,342,135,439,159,782,546,409
71,390,202,758,970,155,600,994,861,844
887,300,563,835,175,653,21,947,267,291
5,957,646,89,281,151,38,162,301,427
987,957,969,348,13,254,187,758,133,569
576,793,875,256,322,899,787,917,251,492
600,613,885,788,211,49,644,911,830,775
995,747,471,991,780,953,263,825,581,261
375,666,949,800,877,134,996,123,565,406
68,143,551,847,496,636,893,534,852,880
521,212,533,417,647,44,737,234,730,563
713,172,166,426,749,408,23,994,635,907
233,48,189,613,507,924,367,717,283,949
156,143,764,93,516,652,738,776,206,707
962,816,915,936,288,875,991,642,538,90
803,185,197,883,890,233,759,468,320,872
157,394,439,457,319,909,446,901,105,186
135,687,226,883,626,734,486,406,971,885
261,966,558,534,88,19,943,501,835,399
954,956,303,867,566,894,949,330,56,773
249,685,576,805,513,994,224,874,502,338
291,276,526,242,781,592,315,176,412,204
106,585,666,974,143,220,285,102,25,277
266,467,325,286,713,564,956,630,110,437
975,508,813,79,799,41,829,361,985,855
437,434,49,263,782,265,312,42,858,849
252,699,774,270,584,256,238,784,322,859
556,490,712,231,869,678,883,652,869,135
28,635,619,277,489,433,177,981,716,181
198,929,248,450,457,832,849,128,86,64
510,217,546,2,125,592,753,243,672,157
365,744,777,418,306,451,799,938,91,674
729,502,459,46,920,35,387,320,303,921
96,226,320,439,571,538,213,250,952,122
966,213,9,336,772,189,928,777,66,827
652,159,140,302,953,976,128,461,442,175
867,682,726,156,19,801,988,487,516,619
376,332,640,360,933,926,436,156,881,640
108,925,630,488,328,137,211,54,853,155
543,244,509,261,497,101,349,479,151,676
433,791,907,451,801,417,228,986,768,102
2,769,750,785,27,624,810,603,97,765
336,473,91,129,986,348,271,862,812,921
475,32,612,595,701,38,584,145,115,316
551,399,656,440,35,944,996,859,797,184
692,86,615,461,175,154,683,289,273,239
758,798,729,909,714,906,672,756,698,352
537,264,45,90,434,393,361,586,536,978
930,256,609,828,122,789,433,943,915,231
93,586,628,262,167,152,545,82,861,854
471,768,576,836,368,571,362,365,867,846
464,931,789,585,482,539,16,487,616,309
34,97,556,8,384,148,369,959,638,986
417,831,836,916,203,837,125,733,55,14
480,482,875,251,52,254,462,958,357,480
627,752,835,806,998,690,241,498,800,19
689,394,22,328,319,234,708,819,996,967
231,958,198,848,862,352,294,706,456,69
897,478,186,125,860,705,119,301,601,738
375,548,598,85,490,404,843,876,4,615
160,688,409,633,113,96,135,986,526,262
534,14,306,171,969,937,515,924,24,413
191,593,466,612,732,284,94,492,184,61
235,815,24,493,310,673,841,629,793,393
286,737,960,476,483,533,244,172,607,646
490,109,132,940,812,438,561,695,567,944
10,787,339,149,390,748,314,854,128,995
26,192,730,684,745,332,466,713,2,913
637,423,731,33,385,720,440,555,729,889
141,130,464,74,138,904,136,814,103,603
962,762,562,670,712,271,119,685,203,989
387,519,926,714,449,185,693,748,797,3
839,631,565,910,565,143,797,422,218,940
68,214,130,541,527,949,570,259,427,314
557,380,97,464,702,404,257,224,103,379
418,829,287,214,545,613,929,948,964,807
336,636,981,680,430,146,377,215,756,612
791,781,626,82,58,996,710,202,295,495
998,98,374,236,366,342,460,204,413,279
524,410,202,472,373,387,702,138,735,803
282,468,989,345,812,715,26,385,538,50
431,999,972,879,450,261,237,399,700,393
143,792,519,979,507,746,121,826,2,145
825,463,90,962,235,423,358,969,155,824
827,251,425,649,528,743,803,44,146,436
613,638,534,773,59,356,121,894,241,206
188,277,461,323,363,932,223,78,699,800
598,63,361,479,95,215,619,990,892,943
999,956,501,689,256,30,174,975,381,919
273,65,382,1,259,497,774,247,415,979
86,68,656,976,116,891,341,153,534,950
226,568,253,753,818,992,981,592,780,438
537,984,920,126,790,846,526,675,468,492
267,954,718,470,755,841,165,315,523,579
846,913,933,562,574,683,148,987,207,241
747,944,559,169,91,934,500,747,748,867
488,271,396,20,168,933,370,367,672,974
519,857,86,272,736,561,645,360,711,107
220,637,622,586,835,238,952,87,917,77
688,149,147,886,269,901,780,766,85,482
794,381,965,408,778,7,903,978,392,16
462,568,893,592,628,218,771,218,399,3
602,360,261,606,924,908,124,221,432,945
880,894,603,381,28,158,67,736,753,900
405,585,113,321,551,849,442,104,546,803
503,279,717,864,602,291,833,354,798,515
57,674,446,859,740,399,283,25,613,809
256,300,213,805,130,949,159,340,252,53
167,136,525,471,299,584,645,125,630,447
218,801,233,478,651,551,597,959,647,703
495,971,646,231,830,951,496,657,778,911
941,933,188,297,850,680,532,221,716,237
984,933,372,913,301,395,632,218,482,373
336,14,897,677,440,499,815,232,696,436
33,606,586,696,226,999,949,526,446,271
462,580,576,392,367,180,161,412,831,275
332,526,30,59,741,772,782,866,988,740
710,942,89,333,299,563,47,435,151,909
36,207,536,186,120,471,980,92,106,835
455,703,574,151,840,475,275,453,630,284
808,189,897,857,883,445,510,657,406,536
813,543,636,380,323,677,58,223,176,456
288,356,507,249,233,625,621,519,52,728
769,507,25,432,693,200,396,175,875,962
902,69,485,157,430,661,345,822,851,966
11,674,482,670,445,881,526,137,563,600
59,127,466,774,161,835,810,666,461,129
798,720,407,640,65,733,58,129,545,95
872,230,353,189,422,667,625,411,609,900
230,251,253,399,727,614,522,504,461,361
740,979,366,464,919,133,489,102,913,913
90,472,726,511,594,558,882,508,897,286
348,628,990,933,644,574,919,474,466,219
444,724,63,596,365,316,852,399,272,765
328,299,515,632,246,242,365,212,137,559
291,293,915,515,7,992,139,798,414,959
244,607,683,249,40,873,257,476,495,519
219,112,729,105,692,213,101,473,95,811
618,54,494,595,25,467,258,216,681,703
350,157,515,699,771,728,220,829,634,689
231,243,419,116,602,580,927,806,367,773
773,903,33,807,109,638,930,685,977,245
490,732,857,162,481,236,229,446,356,29
301,652,309,847,587,260,93,459,831,931
922,494,222,880,45,89,416,962,966,582
189,865,548,358,567,258,661,473,146,733
40,806,986,777,320,5,381,85,971,313
886,465,859,666,76,177,272,647,898,123
498,293,100,898,794,267,882,234,466,392
469,809,31,671,763,78,980,955,893,609
967,903,77,674,840,387,964,745,149,806
334,762,187,55,641,236,354,44,144,723
159,102,922,523,393,153,534,325,157,67
279,153,410,827,748,879,690,459,490,240
693,844,252,593,116,105,616,720,449,684
594,800,180,15,693,596,737,370,132,866
590,427,425,785,556,630,903,668,443,35
456,846,663,932,973,105,151,285,906,231
310,886,864,693,863,504,583,279,84,263
554,955,122,628,908,221,138,200,357,226
744,930,943,884,764,507,870,452,750,620
354,992,274,483,377,497,534,274,367,675
233,580,582,719,510,23,642,209,794,800
337,942,433,470,613,356,771,111,880,780
839,17,935,213,667,875,951,88,748,567
427,438,479,223,131,111,115,421,778,639
130,843,276,858,973,337,561,775,480,701
308,536,282,662,661,535,860,57,283,945
529,117,831,837,421,511,925,277,697,388
795,72,597,723,831,435,165,230,293,182
594,429,646,909,39,739,537,884,701,66
97,729,104,950,832,385,183,105,361,657
17,293,703,424,714,672,730,391,651,52
551,609,235,97,383,506,813,714,751,425
225,17,169,94,144,479,675,556,789,573
361,614,67,511,849,222,705,264,46,124
452,69,740,259,221,49,955,3,955,12
54,574,794,54,502,875,509,892,461,510
834,606,225,602,250,408,853,452,150,337
439,865,411,984,890,510,934,137,431,61
293,558,672,283,748,310,319,321,680,108
594,581,499,761,541,421,653,223,59,478
252,165,992,565,616,433,677,525,452,201
925,811,367,484,622,902,992,773,458,948
56,461,993,428,697,579,334,138,21,951
494,245,70,973,659,309,467,359,984,583
902,103,757,26,86,930,538,112,310,123
641,207,266,159,385,320,532,91,428,965
39,87,816,832,532,505,278,84,70,116
40,776,873,799,540,132,653,149,152,942
668,587,455,44,363,3,213,416,201,310
165,247,491,521,355,298,251,92,936,461
52,170,472,587,680,700,515,969,370,262
25,50,535,420,751,337,840,583,550,432
991,183,93,763,446,78,427,460,479,212
790,714,590,101,84,292,977,642,482,474
523,787,307,862,307,681,333,234,325,531
850,689,552,823,317,481,416,296,95,306
9,97,977,272,273,662,384,667,946,599
459,408,355,990,253,534,347,794,244,738
102,958,669,69,238,239,968,894,50,901
703,683,193,18,310,813,211,752,150,1
994,722,864,470,724,490,937,113,853,282
899,748,69,256,230,600,33,849,45,499
113,540,207,64,739,749,593,539,831,116
477,15,388,25,403,448,215,26,626,851
433,966,799,118,232,456,662,89,815,190
912,194,142,116,585,246,995,457,837,853
792,9,271,226,986,302,895,693,604,50
746,656,278,595,687,898,23,517,776,328
373,719,693,675,853,595,461,263,444,380
335,404,330,682,386,165,697,163,242,204
852,177,775,977,690,876,988,296,598,806
119,877,902,949,129,227,389,560,380,613
460,572,335,807,757,336,870,667,665,965
444,823,520,868,625,824,149,932,480,482
72,251,54,890,28,385,530,552,588,957
153,214,504,456,294,782,345,372,166,651
539,577,767,18,106,965,45,48,823,6
653,638,989,190,511,103,347,546,66,832
293,345,480,312,438,276,78,96,190,693
483,901,103,831,697,856,975,728,498,698
437,672,510,934,178,919,158,995,752,76
965,599,617,588,84,586,177,481,944,745
588,744,19,512,121,391,446,978,456,102
600,819,574,888,314,39,245,698,940,211
798,313,763,54,748,908,858,665,11,630
589,568,342,855,676,137,462,359,567,928
307,820,156,442,871,345,161,667,994,462
181,28,801,416,721,635,747,189,602,113
78,905,433,266,729,281,380,461,218,548
20,231,479,862,485,600,511,812,282,460
269,669,266,325,899,460,733,302,698,515
520,89,745,781,461,411,108,875,632,343
430,888,748,509,108,500,407,745,180,596
880,868,585,34,219,128,943,991,105,866
198,33,124,524,111,500,74,517,8,674
297,432,989,468,706,668,14,63,12,821
585,432,483,301,691,547,692,488,2,365
405,937,596,691,305,100,544,269,915,184
650,291,65,815,704,218,857,196,105,670
105,272,929,530,316,111,920,230,373,100
899,922,989,470,178,403,392,426,239,761
696,655,698,214,961,970,991,774,197,706
196,507,934,668,412,314,503,66,682,578
756,397,210,943,491,285,558,738,66,69
181,114,478,537,95,477,744,600,987,624
205,47,503,531,246,581,755,587,564,459
926,124,709,779,727,505,579,103,649,740
190,786,238,979,878,567,870,626,555,259
550,585,921,908,843,348,616,527,396,804
729,901,234,330,736,975,739,727,957,951
67,667,633,368,46,47,120,907,775,937
230,359,80,736,605,257,420,866,74,60
108,713,712,200,102,937,683,287,337,811
171,776,773,923,889,76,475,310,151,998
703,221,13,993,126,519,96,766,270,631
875,457,507,28,836,113,326,703,372,474
212,717,413,662,846,879,628,850,967,964
449,428,191,654,841,62,944,700,908,907
799,565,135,23,476,160,106,836,725,469
151,753,809,916,779,493,920,637,229,556
53,103,768,836,935,878,220,128,134,733
186,71,558,378,934,904,881,947,583,248
182,552,421,164,438,912,141,976,386,195
338,532,616,512,597,781,528,685,94,799
101,564,660,75,561,388,503,1,71,331
800,207,313,848,333,345,356,641,262,344
755,968,65,128,706,671,614,218,330,759
470,523,882,301,421,956,700,517,816,403
362,876,684,655,810,309,732,395,71,695
951,117,692,580,826,143,281,416,394,604
830,336,168,716,649,356,772,735,529,870
952,69,15,844,304,899,795,564,71,769
403,70,887,214,429,577,806,90,332,536
639,956,494,733,547,473,684,589,642,291
308,748,123,28,241,747,620,785,700,597
493,474,989,654,870,794,375,626,490,188
809,445,90,361,381,148,448,760,249,480
98,835,188,602,407,911,451,616,38,852
577,383,573,589,552,414,425,233,235,467
755,671,945,282,660,789,906,358,718,331
850,327,312,485,914,860,311,579,537,85
702,25,476,124,771,232,82,183,678,777
233,300,479,752,304,76,511,135,827,530
787,554,159,735,31,202,967,177,95,162
53,477,869,830,66,201,302,951,541,833
341,889,145,890,696,825,927,752,873,963
57,354,550,461,949,355,566,806,398,224
515,403,157,334,229,999,37,628,858,554
540,68,536,151,643,169,972,986,103,916
63,410,370,652,272,413,304,414,59,633
566,452,481,913,686,410,261,433,807,916
767,945,241,576,354,199,271,589,302,947
491,974,162,889,344,297,728,191,619,203
990,763,767,751,580,460,45,151,895,136
840,459,814,225,791,561,82,700,677,701
693,594,438,160,52,322,852,835,382,890
673,749,597,425,567,70,414,142,339,249
955,651,967,774,825,893,643,452,746,24
76,872,794,514,421,797,635,48,564,121
213,7,674,991,929,565,249,162,179,521
71,852,974,485,304,349,668,606,432,964
805,338,605,429,653,339,550,370,181,705
794,363,291,254,772,347,224,276,741,225
908,546,527,719,665,333,463,536,917,472
418,877,217,306,133,967,970,63,649,371
163,484,588,806,366,914,869,727,297,614
897,837,407,89,102,496,49,687,362,412
359,399,329,20,564,656,834,641,327,112
906,214,916,793,461,940,101,392,269,308
365,882,523,747,518,72,321,67,709,442
735,311,157,720,56,261,727,44,661,21
181,196,580,112,557,580,459,494,59,881
537,446,880,928,153,897,34,817,342,400
238,887,62,301,83,310,462,624,430,930
854,748,146,860,656,836,523,376,120,623
941,222,811,415,769,839,350,95,904,582
577,990,776,614,960,741,867,202,835,489
91,129,628,923,853,817,703,869,531,433
570,265,855,561,427,228,509,923,642,320
893,424,426,200,575,776,160,95,741,916
807,930,940,208,366,576,821,894,456,723
290,969,34,953,66,655,517,956,287,236
754,927,461,630,100,586,466,946,871,794
451,731,68,350,657,998,619,108,925,955
496,381,840,724,449,690,717,429,48,371
314,122,37,419,600,288,319,112,251,128
477,372,493,355,237,462,709,457,815,578
323,585,273,637,442,196,205,890,83,19
851,15,388,552,837,602,365,107,509,154
562,132,527,109,39,695,261,701,623,582
299,998,516,240,14,846,333,454,751,362
616,492,730,344,714,298,718,747,96,800
938,868,794,67,926,848,637,499,762,99
582,505,879,59,751,236,954,841,977,569
131,818,694,182,292,623,459,396,579,9
876,623,722,211,814,704,125,223,969,747
138,637,316,263,19,856,514,125,404,106
85,216,393,134,42,122,217,589,222,183
978,713,567,802,914,124,183,539,229,666
754,356,212,269,667,630,279,718,625,855
644,389,447,416,143,309,86,910,689,588
962,381,929,513,12,483,918,804,473,709
409,606,290,24,579,98,269,565,436,932
886,111,536,659,462,961,148,499,562,9
957,719,234,34,959,21,855,258,841,334
886,878,224,768,186,791,584,73,728,794
805,316,716,541,615,860,731,226,88,64
976,682,337,502,844,21,866,839,590,499
413,643,744,637,833,263,325,163,968,112
509,705,861,511,677,747,674,821,319,699
346,993,472,27,275,868,930,137,186,651
919,2,761,709,763,358,933,261,962,207
722,116,120,329,865,648,315,889,688,976
32,854,943,50,315,408,710,719,410,782
599,196,89,282,504,925,424,66,888,68
122,905,232,37,981,648,743,828,427,569
758,28,634,145,326,629,761,154,501,239
140,790,382,510,217,988,16,499,622,148
906,878,347,711,11,228,726,221,845,473
400,622,763,281,917,586,541,320,208,203
404,570,475,588,528,903,517,672,536,227
460,912,227,545,744,356,959,642,993,315
171,816,435,519,961,894,758,497,187,907
747,692,785,516,402,309,458,492,337,587
195,111,516,728,648,545,547,403,682,724
295,896,215,134,285,459,347,250,100,846
147,74,605,94,394,436,394,647,808,56
464,722,723,192,743,227,872,440,93,341
634,444,681,70,232,234,287,20,859,54
836,85,165,771,565,385,984,82,947,25
862,200,869,356,734,585,118,904,992,268
755,182,962,876,876,377,292,944,169,621
969,708,29,50,400,790,589,743,128,881
981,301,214,276,795,86,616,36,60,655
693,559,363,581,755,159,186,424,402,177
276,427,738,116,946,961,319,361,818,82
675,987,347,841,300,146,768,900,797,929
970,911,271,77,329,510,335,695,678,343
96,556,448,122,265,809,761,441,503,341
264,369,398,379,458,241,437,430,222,772
630,542,400,222,110,235,312,20,907,391
1000,521,50,310,758,417,180,935,530,349
730,107,997,894,985,676,144,857,251,894
872,462,890,804,154,327,324,974,600,964
416,609,402,532,852,689,704,26,76,586
565,60,405,74,332,559,45,46,928,136
609,578,604,68,949,322,952,694,656,686
56,9,288,600,788,108,588,897,980,491
530,310,474,710,954,510,949,76,889,618
72,648,909,207,590,715,539,34,202,830
419,407,264,583,467,64,608,201,549,851
867,432,246,421,235,59,684,81,148,786
379,631,264,366,687,641,807,284,859,864
748,941,456,92,22,692,142,279,191,471
416,286,565,38,475,646,562,925,304,723
